nrow,id,dia,aerolinea,destino,region,dest_size,area_abordaje,fecha_salida,espera_min,limpieza,seguridad,satisfaccion,espera_hr,espera_tipo,tipo_dia_semana
2091,2212,miércoles,AER LINGUS,DUBLIN,europa,Large,Gates 91-102,2018-12-31,200.0,Limpio,Muy seguro,Algo satisfecho,3.3333333333333335,largo,weekday
2092,2083,viernes,JETBLUE,LONG BEACH,oeste de ee. uu.,Small,Gates 1-12,2018-12-31,94.0,Limpio,Algo seguro,Algo satisfecho,1.5666666666666667,medio,weekday
2093,2778,miércoles,UNITED,AUSTIN,medio oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,150.0,Algo limpio,Neutral,Algo satisfecho,2.5,medio,weekday
2094,1743,sábado,CATHAY PACIFIC,HONG KONG,asia,Hub,Gates 1-12,2018-12-31,185.0,Algo limpio,Algo seguro,Algo satisfecho,3.0833333333333335,largo,weekend
2095,754,domingo,ALASKA,NUEVA YORK-JFK,este de ee. uu.,Hub,Gates 50-59,2018-12-31,90.0,Limpio,Muy seguro,Muy satisfecho,1.5,medio,weekend
2096,1884,miércoles,SINGAPORE AIRLINES,SINGAPUR,asia,Hub,Gates 91-102,2018-12-31,180.0,Limpio,Muy seguro,Muy satisfecho,3.0,medio,weekday
2097,3289,miércoles,SUDOESTE,DENVER,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,95.0,Algo limpio,Muy seguro,Algo satisfecho,1.5833333333333333,medio,weekday
2098,2191,miércoles,AER LINGUS,DUBLIN,europa,Large,Gates 91-102,2018-12-31,180.0,Limpio,Algo seguro,Muy satisfecho,3.0,medio,weekday
2099,3271,martes,UNITED,LAS VEGAS,west us,Hub,Gates 70-90,2018-12-31,790.0,Algo limpio,Muy seguro,Muy satisfecho,13.166666666666666,largo,weekday
2100,3120,domingo,COPA,CIUDAD DE PANAMÁ,centroamérica / sudamérica,Medium,Gates 1-12,2018-12-31,143.0,Algo limpio,Neutral,Algo satisfecho,2.3833333333333333,medio,weekend
2101,2560,sábado,JETBLUE,LONG BEACH,oeste de ee. uu.,Small,Gates 1-12,2018-12-31,93.0,Algo limpio,Algo seguro,Algo satisfecho,1.55,medio,weekend
2102,403,sábado,UNITED,PHOENIX,oeste de ee. uu.,Hub,Gates 70-90,2018-12-31,163.0,Algo limpio,Algo seguro,Muy satisfecho,2.716666666666667,medio,weekend
2106,2741,viernes,UNITED,KAHULUI,oeste de ee. uu.,Small,Gates 60-69,2018-12-31,77.0,Algo limpio,Muy seguro,Muy satisfecho,1.2833333333333334,medio,weekday
2108,1073,viernes,AIR CANADA,CALGARY,canadá / méxico,Medium,Gates 91-102,2018-12-31,145.0,Promedio,Neutral,Algo insatisfecho,2.4166666666666665,medio,weekday
2109,1086,viernes,AIR CANADA,CALGARY,canadá / méxico,Medium,Gates 91-102,2018-12-31,235.0,Promedio,Neutral,Neutral,3.9166666666666665,largo,weekday
2110,3156,jueves,DELTA,SALT LAKE CITY,oeste de ee. uu.,Medium,Gates 40-48,2018-12-31,90.0,Algo limpio,Muy seguro,Algo satisfecho,1.5,medio,weekday
2111,789,miércoles,AMERICAN,LOS ANGELES,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,730.0,Limpio,Neutral,Neutral,12.166666666666666,largo,weekday
2112,2904,viernes,TURKISH AIRLINES,ESTAMBUL,oriente medio,Hub,Gates 91-102,2018-12-31,385.0,Limpio,Algo seguro,Algo satisfecho,6.416666666666667,largo,weekday
2113,1564,miércoles,DELTA,DETROIT,midwest us,Large,Gates 40-48,2018-12-31,200.0,Limpio,Muy seguro,Muy satisfecho,3.3333333333333335,largo,weekday
2114,2521,martes,JETBLUE,LONG BEACH,oeste de ee. uu.,Small,Gates 1-12,2018-12-31,75.0,Algo limpio,Muy seguro,Algo satisfecho,1.25,medio,weekday
2115,2751,miércoles,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,210.0,Algo limpio,Algo seguro,Neutral,3.5,largo,weekday
2117,2869,miércoles,UNITED,WASHINGTON DC-DULLES,este de ee. uu.,Medium,Gates 70-90,2018-12-31,167.0,Algo limpio,Algo seguro,Algo satisfecho,2.783333333333333,medio,weekday
2118,1673,sábado,EMIRATES,DUBAI,oriente medio,Hub,Gates 1-12,2018-12-31,165.0,Promedio,Algo seguro,Neutral,2.75,medio,weekend
2119,1699,domingo,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,150.0,Algo limpio,Neutral,Algo satisfecho,2.5,medio,weekend
2120,678,jueves,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,125.0,Algo limpio,Muy seguro,Algo satisfecho,2.0833333333333335,medio,weekday
2121,2025,viernes,BRITISH AIRWAYS,LONDON HEATHROW,europa,Hub,Gates 1-12,2018-12-31,150.0,Limpio,Muy seguro,Algo satisfecho,2.5,medio,weekday
2122,1238,jueves,ESTE DE CHINA,SHANGHAI,asia,Hub,Gates 1-12,2018-12-31,110.0,Algo limpio,Muy seguro,Algo satisfecho,1.8333333333333333,medio,weekday
2123,2282,miércoles,WOW,REYKJAVIK,europa,Small,Gates 91-102,2018-12-31,155.0,Algo limpio,Algo seguro,Algo satisfecho,2.5833333333333335,medio,weekday
2124,2084,jueves,AMERICAN,PHILADELPHIA,east us,Large,Gates 50-59,2018-12-31,102.0,Algo limpio,Neutral,Algo satisfecho,1.7,medio,weekday
2125,1218,martes,SUDOESTE,LAS VEGAS,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,90.0,Algo limpio,Muy seguro,Algo satisfecho,1.5,medio,weekday
2126,875,martes,ALASKA,SEATTLE,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,115.0,Algo limpio,Algo seguro,Algo satisfecho,1.9166666666666667,medio,weekday
2128,1559,jueves,DELTA,NUEVA YORK-JFK,este de ee. uu.,Hub,Gates 40-48,2018-12-31,135.0,Algo limpio,Algo seguro,Algo satisfecho,2.25,medio,weekday
2129,2814,jueves,DELTA,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 40-48,2018-12-31,140.0,Limpio,Muy seguro,Algo satisfecho,2.3333333333333335,medio,weekday
2130,621,martes,ALASKA,WASHINGTON DC-DULLES,este de ee. uu.,Medium,Gates 50-59,2018-12-31,84.9999999999999,Promedio,Muy seguro,Neutral,1.416666666666665,medio,weekday
2131,2997,miércoles,AMERICAN,MIAMI,east us,Hub,Gates 50-59,2018-12-31,133.0,Limpio,Muy seguro,Muy satisfecho,2.216666666666667,medio,weekday
2132,3138,jueves,DELTA,SALT LAKE CITY,oeste de ee. uu.,Medium,Gates 40-48,2018-12-31,315.0,Promedio,Neutral,Neutral,5.25,largo,weekday
2133,3075,martes,UNITED,SPOKANE,west us,Small,Gates 70-90,2018-12-31,67.0000000000001,Limpio,Muy seguro,Muy satisfecho,1.1166666666666683,medio,weekday
2134,2567,martes,JETBLUE,LONG BEACH,oeste de ee. uu.,Small,Gates 1-12,2018-12-31,120.0,Limpio,Muy seguro,Algo satisfecho,2.0,medio,weekday
2135,1479,miércoles,AVIANCA,SAN SALVADOR,centro / sudamérica,Small,Gates 1-12,2018-12-31,155.0,Limpio,Muy seguro,Muy satisfecho,2.5833333333333335,medio,weekday
2136,2679,viernes,UNITED,CHICAGO-O'HARE,midwest us,Hub,Gates 60-69,2018-12-31,110.0,Algo limpio,Muy seguro,Algo satisfecho,1.8333333333333333,medio,weekday
2137,980,viernes,LUFTHANSA,MUNICH,europa,Hub,Gates 91-102,2018-12-31,355.0,Limpio,Muy seguro,Algo satisfecho,5.916666666666667,largo,weekday
2138,2425,miércoles,AIR NEW ZEALAND,AUCKLAND,australia / nueva zelanda,Medium,Gates 91-102,2018-12-31,400.0,Promedio,Muy seguro,Algo satisfecho,6.666666666666667,largo,weekday
2139,907,viernes,AIR CANADA,TORONTO,canadá / méxico,Hub,Gates 91-102,2018-12-31,780.0,Algo limpio,Muy seguro,Algo satisfecho,13.0,largo,weekday
2140,1643,sábado,VIRGIN ATLANTIC,LONDON HEATHROW,europa,Hub,Gates 1-12,2018-12-31,94.9999999999998,Algo limpio,Muy seguro,Neutral,1.58333333333333,medio,weekend
2141,2610,sábado,INTERJET,GUADALAJARA,canadá / méxico,Medium,Gates 1-12,2018-12-31,150.0,Limpio,Muy seguro,Muy satisfecho,2.5,medio,weekend
2142,2463,viernes,UNITED,DENVER,oeste de ee. uu.,Hub,Gates 70-90,2018-12-31,56.0,Algo limpio,Muy seguro,Algo satisfecho,0.9333333333333333,corto,weekday
2143,1161,jueves,DELTA,NUEVA YORK-JFK,este de ee. uu.,Hub,Gates 40-48,2018-12-31,135.0,Algo limpio,Muy seguro,Algo satisfecho,2.25,medio,weekday
2144,926,martes,ALASKA,RALEIGH-DURHAM,este de ee. uu.,Medium,Gates 50-59,2018-12-31,205.0,Limpio,Algo seguro,Muy satisfecho,3.4166666666666665,largo,weekday
2145,3227,miércoles,AMERICAN,PHOENIX,west us,Hub,Gates 50-59,2018-12-31,94.9999999999998,Limpio,Algo seguro,Muy satisfecho,1.58333333333333,medio,weekday
2146,1746,lunes,LUFTHANSA,MUNICH,europa,Hub,Gates 91-102,2018-12-31,115.0,Algo limpio,Muy seguro,Muy satisfecho,1.9166666666666667,medio,weekday
2147,442,domingo,UNITED,HONOLULU,oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,167.0,Limpio,Muy seguro,Muy satisfecho,2.783333333333333,medio,weekend
2149,2929,martes,SUDOESTE,SAN DIEGO,oeste de ee. uu.,Medium,Gates 20-39,2018-12-31,75.0000000000001,Algo limpio,Muy seguro,Neutral,1.2500000000000016,medio,weekday
2150,1924,sábado,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,185.0,Algo limpio,Algo seguro,Algo satisfecho,3.0833333333333335,largo,weekend
2151,1508,miércoles,HAWAIIAN AIR,HONOLULU,oeste de ee. uu.,Medium,Gates 1-12,2018-12-31,120.0,Algo limpio,Algo seguro,Neutral,2.0,medio,weekday
2152,2716,martes,SUDOESTE,DENVER,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,170.0,Promedio,Muy seguro,Neutral,2.8333333333333335,medio,weekday
2154,412,domingo,UNITED,HOUSTON-BUSH,midwest us,Hub,Gates 70-90,2018-12-31,302.0,Limpio,Muy seguro,Neutral,5.033333333333333,largo,weekend
2155,3164,jueves,AMERICAN,DALLAS-FT. VALOR,medio oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,120.0,Limpio,Muy seguro,Algo satisfecho,2.0,medio,weekday
2156,2975,miércoles,AMERICAN,CHARLOTTE,este de ee. uu.,Hub,Gates 50-59,2018-12-31,175.0,Algo limpio,Muy seguro,Neutral,2.9166666666666665,medio,weekday
2157,416,domingo,UNITED,HOUSTON-BUSH,midwest us,Hub,Gates 70-90,2018-12-31,242.0,Limpio,Muy seguro,Muy satisfecho,4.033333333333333,largo,weekend
2158,2755,miércoles,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,210.0,Algo limpio,Algo seguro,Neutral,3.5,largo,weekday
2159,259,viernes,AIR CANADA,TORONTO,canadá / méxico,Hub,Gates 91-102,2018-12-31,85.0,Algo limpio,Muy seguro,Algo satisfecho,1.4166666666666667,medio,weekday
2160,2994,miércoles,AMERICAN,MIAMI,este de ee. uu.,Hub,Gates 50-59,2018-12-31,328.0,Promedio,Muy seguro,Algo satisfecho,5.466666666666667,largo,weekday
2161,2532,martes,JETBLUE,LONG BEACH,oeste de ee. uu.,Small,Gates 1-12,2018-12-31,95.0,Limpio,Muy seguro,Muy satisfecho,1.5833333333333333,medio,weekday
2162,2954,miércoles,SUDOESTE,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,125.0,Promedio,Algo seguro,Neutral,2.0833333333333335,medio,weekday
2163,2527,sábado,JETBLUE,BOSTON,este de ee. uu.,Large,Gates 1-12,2018-12-31,270.0,Algo limpio,Muy seguro,Muy satisfecho,4.5,largo,weekend
2164,2409,miércoles,AIR NEW ZEALAND,AUCKLAND,australia / nueva zelanda,Medium,Gates 91-102,2018-12-31,190.0,Algo limpio,Muy seguro,Muy satisfecho,3.1666666666666665,largo,weekday
2165,3006,miércoles,AMERICAN,MIAMI,east us,Hub,Gates 50-59,2018-12-31,148.0,Limpio,Algo seguro,Muy satisfecho,2.466666666666667,medio,weekday
2166,2248,miércoles,UNITED,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 60-69,2018-12-31,155.0,Limpio,Muy seguro,Muy satisfecho,2.5833333333333335,medio,weekday
2167,347,viernes,ALASKA,SAN DIEGO,oeste de ee. uu.,Medium,Gates 50-59,2018-12-31,156.0,Algo limpio,Algo seguro,Neutral,2.6,medio,weekday
2168,701,miércoles,CATHAY PACIFIC,HONG KONG,asia,Hub,Gates 1-12,2018-12-31,140.0,Algo limpio,Muy seguro,Algo satisfecho,2.3333333333333335,medio,weekday
2171,646,martes,ALASKA,WASHINGTON DC-DULLES,este de ee. uu.,Medium,Gates 50-59,2018-12-31,140.0,Limpio,Neutral,Muy satisfecho,2.3333333333333335,medio,weekday
2172,1453,sábado,UNIDOS,PORTLAND,oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,275.0,Limpio,Muy seguro,Algo satisfecho,4.583333333333333,largo,weekend
2173,2169,miércoles,FRONTIER,DENVER,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,123.0,Algo limpio,Muy seguro,Algo satisfecho,2.05,medio,weekday
2174,354,viernes,LUFTHANSA,FRANKFURT,europa,Hub,Gates 91-102,2018-12-31,180.0,Algo limpio,Muy seguro,Muy satisfecho,3.0,medio,weekday
2175,3268,martes,UNITED,LAS VEGAS,west us,Hub,Gates 70-90,2018-12-31,130.0,Promedio,Algo seguro,Neutral,2.1666666666666665,medio,weekday
2176,2203,jueves,CATHAY PACIFIC,HONG KONG,asia,Hub,Gates 1-12,2018-12-31,185.0,Algo limpio,Algo seguro,Algo satisfecho,3.0833333333333335,largo,weekday
2177,955,jueves,AIR CANADA,VANCOUVER,canadá / méxico,Medium,Gates 91-102,2018-12-31,110.0,Limpio,Neutral,Muy satisfecho,1.8333333333333333,medio,weekday
2178,360,viernes,ALASKA,NEWARK,east us,Hub,Gates 50-59,2018-12-31,65.0,Algo limpio,Muy seguro,Neutral,1.0833333333333333,medio,weekday
2179,307,miércoles,SUDOESTE,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,60.0,Algo limpio,Neutral,Algo satisfecho,1.0,corto,weekday
2180,2807,jueves,DELTA,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 40-48,2018-12-31,220.0,Limpio,Muy seguro,Muy satisfecho,3.6666666666666665,largo,weekday
2181,1580,miércoles,DELTA,DETROIT,medio oeste de ee. uu.,Large,Gates 40-48,2018-12-31,105.0,Promedio,Muy seguro,Algo satisfecho,1.75,medio,weekday
2182,2297,miércoles,QANTAS,SYDNEY,australia / nueva zelanda,Hub,Gates 1-12,2018-12-31,405.0,Algo limpio,Algo seguro,Algo insatisfecho,6.75,largo,weekday
2183,2823,martes,UNITED,BURBANK,west us,Small,Gates 70-90,2018-12-31,93.0,Limpio,Muy seguro,Muy satisfecho,1.55,medio,weekday
2184,2585,sábado,JETBLUE,LONG BEACH,oeste de ee. uu.,Small,Gates 1-12,2018-12-31,78.0,Limpio,Muy seguro,Algo satisfecho,1.3,medio,weekend
2185,1393,martes,UNITED INTL,SHANGHAI,asia,Hub,Gates 91-102,2018-12-31,250.0,Algo limpio,Muy seguro,Algo satisfecho,4.166666666666667,largo,weekday
2186,1476,martes,ALASKA,NUEVA YORK-JFK,este de ee. uu.,Hub,Gates 50-59,2018-12-31,120.0,Limpio,Algo seguro,Muy satisfecho,2.0,medio,weekday
2187,3280,miércoles,SUDOESTE,DENVER,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,95.0,Algo limpio,Algo seguro,Algo satisfecho,1.5833333333333333,medio,weekday
2188,1647,sábado,VIRGIN ATLANTIC,LONDON HEATHROW,europa,Hub,Gates 1-12,2018-12-31,230.0,Limpio,Muy seguro,Algo satisfecho,3.8333333333333335,largo,weekend
2189,564,jueves,EMIRATES,DUBAI,medio oriente,Hub,Gates 1-12,2018-12-31,255.0,Algo limpio,Neutral,Neutral,4.25,largo,weekday
2190,2856,martes,UNITED,SEATTLE,oeste de ee. uu.,Hub,Gates 70-90,2018-12-31,127.0,Algo limpio,Neutral,Algo satisfecho,2.1166666666666667,medio,weekday
2191,1059,viernes,AIR CANADA,CALGARY,canadá / méxico,Medium,Gates 91-102,2018-12-31,265.0,Limpio,Algo seguro,Muy satisfecho,4.416666666666667,largo,weekday
2192,2183,miércoles,QANTAS,SYDNEY,australia / nueva zelanda,Hub,Gates 1-12,2018-12-31,165.0,Algo limpio,Muy seguro,Muy satisfecho,2.75,medio,weekday
2194,2636,martes,JETBLUE,NUEVA YORK-JFK,este de ee. uu.,Hub,Gates 1-12,2018-12-31,170.0,Algo limpio,Neutral,Neutral,2.8333333333333335,medio,weekday
2195,1885,miércoles,SINGAPORE AIRLINES,SINGAPUR,asia,Hub,Gates 91-102,2018-12-31,105.0,Limpio,Muy seguro,Muy satisfecho,1.75,medio,weekday
2196,1935,sábado,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,125.0,Algo limpio,Muy seguro,Algo satisfecho,2.0833333333333335,medio,weekend
2197,3261,martes,UNITED,SAN DIEGO,oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,165.0,Promedio,Algo seguro,Muy satisfecho,2.75,medio,weekday
2198,3266,martes,UNITED,LAS VEGAS,west us,Hub,Gates 70-90,2018-12-31,100.0,Limpio,Muy inseguro,Muy satisfecho,1.6666666666666667,medio,weekday
2199,2086,jueves,AMERICAN,PHILADELPHIA,east us,Large,Gates 50-59,2018-12-31,132.0,Limpio,Algo seguro,Algo satisfecho,2.2,medio,weekday
2200,938,jueves,AIR CANADA,VANCOUVER,canadá / méxico,Medium,Gates 91-102,2018-12-31,105.0,Promedio,Muy seguro,Algo satisfecho,1.75,medio,weekday
2201,866,martes,ALASKA,SEATTLE,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,115.0,Limpio,Muy seguro,Muy satisfecho,1.9166666666666667,medio,weekday
2202,2010,miércoles,UNITED,NEWARK,east us,Hub,Gates 70-90,2018-12-31,165.0,Algo limpio,Algo seguro,Algo satisfecho,2.75,medio,weekday
2203,2673,miércoles,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,330.0,Limpio,Muy seguro,Algo satisfecho,5.5,largo,weekday
2204,2213,jueves,CATHAY PACIFIC,HONG KONG,asia,Hub,Gates 1-12,2018-12-31,125.0,Limpio,Algo seguro,Algo satisfecho,2.0833333333333335,medio,weekday
2205,2308,miércoles,QANTAS,SYDNEY,australia / nueva zelanda,Hub,Gates 1-12,2018-12-31,270.0,Algo limpio,Neutral,Neutral,4.5,largo,weekday
2206,200,miércoles,AMERICAN,LOS ANGELES,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,115.0,Promedio,Muy seguro,Algo satisfecho,1.9166666666666667,medio,weekday
2207,1795,domingo,ALASKA,RALEIGH-DURHAM,este de ee. uu.,Medium,Gates 50-59,2018-12-31,85.0,Promedio,Muy seguro,Neutral,1.4166666666666667,medio,weekend
2210,210,miércoles,AMERICAN,LOS ANGELES,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,160.0,Algo limpio,Algo seguro,Neutral,2.6666666666666665,medio,weekday
2211,1725,lunes,AIR CANADA,TORONTO,canadá / méxico,Hub,Gates 91-102,2018-12-31,270.0,Algo limpio,Muy seguro,Algo satisfecho,4.5,largo,weekday
2212,2394,miércoles,UNITED INTL,BEIJING,asia,Hub,Gates 91-102,2018-12-31,145.0,Limpio,Algo seguro,Muy satisfecho,2.4166666666666665,medio,weekday
2215,3242,miércoles,AMERICAN,PHOENIX,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,245.0,Algo limpio,Muy seguro,Neutral,4.083333333333333,largo,weekday
2216,1242,jueves,UNITED INTL,TOKYO-NARITA,asia,Hub,Gates 91-102,2018-12-31,150.0,Algo limpio,Algo seguro,Algo satisfecho,2.5,medio,weekday
2217,2045,miércoles,UNITED,NEWARK,east us,Hub,Gates 70-90,2018-12-31,100.0,Algo limpio,Neutral,Muy satisfecho,1.6666666666666667,medio,weekday
2218,1731,lunes,AIR CANADA,TORONTO,canadá / méxico,Hub,Gates 91-102,2018-12-31,180.0,Algo limpio,Algo seguro,Algo satisfecho,3.0,medio,weekday
2219,3132,martes,UNITED,SAN DIEGO,oeste de ee. uu.,Medium,Gates 60-69,2018-12-31,59.99999999999989,Algo limpio,Algo seguro,Algo satisfecho,0.9999999999999982,corto,weekday
2220,2105,lunes,UNITED INTL,CIUDAD DE MÉXICO,canadá / méxico,Hub,Gates 91-102,2018-12-31,130.0,Promedio,Muy seguro,Algo satisfecho,2.1666666666666665,medio,weekday
2221,2107,lunes,UNITED INTL,CIUDAD DE MÉXICO,canadá / méxico,Hub,Gates 91-102,2018-12-31,100.0,Limpio,Algo seguro,Muy satisfecho,1.6666666666666667,medio,weekday
2223,2834,martes,UNITED,CHICAGO-O'HARE,midwest us,Hub,Gates 70-90,2018-12-31,100.0,Algo limpio,Muy seguro,Algo satisfecho,1.6666666666666667,medio,weekday
2224,921,viernes,AIR CANADA,TORONTO,canadá / méxico,Hub,Gates 91-102,2018-12-31,180.0,Limpio,Muy seguro,Neutral,3.0,medio,weekday
2225,2957,martes,AMERICAN,NUEVA YORK-JFK,este de ee. uu.,Hub,Gates 50-59,2018-12-31,175.0,Algo limpio,Neutral,Algo satisfecho,2.9166666666666665,medio,weekday
2226,9003,martes,ALASKA,PORTLAND,oeste de ee. uu.,Medium,Gates 50-59,2018-12-31,124.0,Algo limpio,Muy seguro,Algo satisfecho,2.066666666666667,medio,weekday
2228,2235,jueves,CATHAY PACIFIC,HONG KONG,asia,Hub,Gates 1-12,2018-12-31,215.0,Algo limpio,Algo seguro,Algo satisfecho,3.5833333333333335,largo,weekday
2229,1632,jueves,KOREAN AIR,SEÚL,asia,Hub,Gates 1-12,2018-12-31,225.0,Limpio,Muy seguro,Muy satisfecho,3.75,largo,weekday
2231,1916,sábado,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,245.0,Algo limpio,Algo seguro,Neutral,4.083333333333333,largo,weekend
2232,2731,jueves,DELTA,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 40-48,2018-12-31,80.0,Algo limpio,Algo seguro,Algo satisfecho,1.3333333333333333,medio,weekday
2233,1160,martes,SUDOESTE,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,100.0,Limpio,Algo seguro,Muy satisfecho,1.6666666666666667,medio,weekday
2234,3,martes,SUDOESTE,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,80.0,Limpio,Algo seguro,Algo satisfecho,1.3333333333333333,medio,weekday
2236,2488,viernes,ALASKA,SALT LAKE CITY,oeste de ee. uu.,Medium,Gates 1-12,2018-12-31,140.0,Algo limpio,Algo seguro,Algo satisfecho,2.3333333333333335,medio,weekday
2237,1537,jueves,DELTA,NUEVA YORK-JFK,este de ee. uu.,Hub,Gates 40-48,2018-12-31,105.0,Algo limpio,Neutral,Neutral,1.75,medio,weekday
2239,1310,martes,UNITED INTL,LONDON HEATHROW,europa,Hub,Gates 91-102,2018-12-31,180.0,Algo limpio,Muy seguro,Muy satisfecho,3.0,medio,weekday
2240,1201,martes,SUDOESTE,LAS VEGAS,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,64.9999999999999,Algo limpio,Algo seguro,Algo satisfecho,1.0833333333333317,medio,weekday
2241,2102,lunes,UNITED INTL,CIUDAD DE MÉXICO,canadá / méxico,Hub,Gates 91-102,2018-12-31,160.0,Algo limpio,Algo seguro,Algo satisfecho,2.6666666666666665,medio,weekday
2242,2523,sábado,UNITED,NEWARK,east us,Hub,Gates 70-90,2018-12-31,120.0,Limpio,Muy seguro,Algo satisfecho,2.0,medio,weekend
2243,389,viernes,ALASKA,INDIANAPOLIS,medio oeste de ee. uu.,Medium,Gates 50-59,2018-12-31,380.0,Limpio,Algo seguro,Algo satisfecho,6.333333333333333,largo,weekday
2244,2046,viernes,BRITISH AIRWAYS,LONDON HEATHROW,europa,Hub,Gates 1-12,2018-12-31,160.0,Algo limpio,Muy seguro,Algo insatisfecho,2.6666666666666665,medio,weekday
2245,1594,miércoles,SINGAPORE AIRLINES,SINGAPUR,asia,Hub,Gates 91-102,2018-12-31,120.0,Promedio,Neutral,Neutral,2.0,medio,weekday
2246,1338,martes,UNITED INTL,KANSAI,asia,Hub,Gates 91-102,2018-12-31,215.0,Algo limpio,Muy seguro,Algo satisfecho,3.5833333333333335,largo,weekday
2247,2390,miércoles,UNITED INTL,SYDNEY,australia / nueva zelanda,Hub,Gates 91-102,2018-12-31,695.0,Algo limpio,Muy seguro,Algo satisfecho,11.583333333333334,largo,weekday
2248,1980,viernes,CATHAY PACIFIC,HONG KONG,asia,Hub,Gates 1-12,2018-12-31,245.0,Limpio,Muy seguro,Algo satisfecho,4.083333333333333,largo,weekday
2249,3015,martes,UNITED,WASHINGTON DC-DULLES,este de ee. uu.,Medium,Gates 70-90,2018-12-31,110.0,Algo limpio,Neutral,Algo satisfecho,1.8333333333333333,medio,weekday
2250,1622,jueves,VIRGIN ATLANTIC,LONDON HEATHROW,europa,Hub,Gates 1-12,2018-12-31,170.0,Algo limpio,Muy seguro,Algo satisfecho,2.8333333333333335,medio,weekday
2251,2420,miércoles,AIR NEW ZEALAND,AUCKLAND,australia / nueva zelanda,Medium,Gates 91-102,2018-12-31,225.0,Limpio,Muy seguro,Muy satisfecho,3.75,largo,weekday
2252,1300,martes,UNITED INTL,LONDON HEATHROW,europa,Hub,Gates 91-102,2018-12-31,110.0,Algo limpio,Algo seguro,Algo satisfecho,1.8333333333333333,medio,weekday
2253,2692,miércoles,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,150.0,Limpio,Muy seguro,Algo satisfecho,2.5,medio,weekday
2254,3101,domingo,ALASKA,NEWARK,este de ee. uu.,Hub,Gates 50-59,2018-12-31,155.0,Limpio,Muy seguro,Muy satisfecho,2.5833333333333335,medio,weekend
2255,3136,domingo,ALASKA,NEWARK,este de ee. uu.,Hub,Gates 50-59,2018-12-31,125.0,Limpio,Muy seguro,Muy satisfecho,2.0833333333333335,medio,weekend
2256,1525,miércoles,ALASKA,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 40-48,2018-12-31,150.0,Promedio,Muy seguro,Muy satisfecho,2.5,medio,weekday
2257,1154,martes,SUDOESTE,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,60.00000000000011,Algo limpio,Muy seguro,Muy satisfecho,1.0000000000000018,medio,weekday
2258,1583,miércoles,UNITED INTL,HONG KONG,asia,Hub,Gates 91-102,2018-12-31,150.0,Limpio,Muy seguro,Muy satisfecho,2.5,medio,weekday
2259,2970,miércoles,AMERICAN,CHARLOTTE,este de ee. uu.,Hub,Gates 50-59,2018-12-31,105.0,Algo limpio,Muy seguro,Algo satisfecho,1.75,medio,weekday
2260,2236,jueves,SUDOESTE,PHOENIX,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,110.0,Limpio,Muy seguro,Algo satisfecho,1.8333333333333333,medio,weekday
